,video_id,title,tags,views,likes,dislikes,comment_total,userId,user_click,user_rating,user_like,time_spend,position,pos_bias,device_info
26,#NAME?,Why Public Transportation Sucks in the US,"public,trasprtati,ifrastructur,issus,public trasprtati,strtcar,tram,hrscar,trais,trai,mtr,subway,udrgrud,urba dsig,urba plaig,urba ggraphy,citis,urp vs usa,city,buss,xplaid,wdvr,prductis,aimatd,ducatial,ifrmativ,lar,why public trasprtati sucks i th us,uitd stats,USA,Amrica",593772.25,23156.5,1025,4835.5,14,1,5,0,2,40,0,ios
27,#NAME?,ASKING ALEXANDRIA - Into The Fire (Official Music Video),"Askig Alxadria,It Th Fir,Sumria Rcrds,Sumria,AA,AA Family,Day Wrsp,B Bruc,Camr Liddll,Sam Bttly,Jams Casslls,Nw Sigl,Nw Askig Alxadria,Nw Sg 2017,Askig Alxadria 2017,Official Music Vid",1143598,74849.6,2181.4,8567.4,10,0,5,0,0,21,1,ios
28,#NAME?,Explanation of where the shooting took place on Las Vegas Strip,"Madalay Bay shtig,las vgas shtig,shtig,las vgas shtig updats,rut 99 music fstival,las vgas,activ shtr,ppl sht,ijurd,daths,fatal,brakig ws,las vgas shtr,mass shtig",1401999.333,3972.333333,756,7300.666667,10,0,3,0,0,18,1,ios
29,#NAME?,Explanation of where the shooting took place on Las Vegas Strip,"Madalay Bay shtig,las vgas shtig,shtig,las vgas shtig updats,rut 99 music fstival,las vgas,activ shtr,ppl sht,ijurd,daths,fatal,brakig ws,las vgas shtr,mass shtig,vgas mass shtig,las vgas mass shtig,rut 91 shtig",1536398,4220.5,837.5,7689.5,8,0,5,0,0,20,1,web
30,#NAME?,Open offices are overrated,"vx.cm,vx,xplai,vrratd,ffics,ffic,wrk,p ffic,cultur,almaac,ffic lif,frak llyd wright,ffic spac,dsig,wrk dsig,wrkplac dsig,itracti dsig,cubicls,cub,dilbrt,dsk,dsks,sc jhs,pffic,what is p ffic,ffic layut idas,itrir dsig,wrkplac,idas,architctur,mdr architctur,phil dwards,shard wrkspac,crprat amrica,why d ffics suck,sul suckig,ffic dsigs",668829.5,19384,777.5,1378,2,0,1,0,0,31,1,web
31,#NAME?,What Happens If You Drop a Nuclear Bomb Into a Hurricane?,"ral lif lr,ral lif lr maps,ral lif lr ggraphy,ral lif maps,wrld map,wrld map is wrg,wrld map with cutris,wrld map ral siz,map f th wrld,wrld ggraphy,ggraphy,ggraphy (fild f study),facts yu did’t kw,uclar bmb,hurrica,ukig a hurrica,what wuld happ if w ukd a hurrica,what wuld happ if,uclar bmb it a hurrica,uk a hurrica,uk,strm",1812022.8,40026.8,2123.4,6954.8,1,1,2,1,7,18,0,ios
32,#NAME?,Why We Need To Be Talking About American Tail,"Crackd,crackd.cm,sktch,cmdy,fuy,spf,laugh,satir,pardy,hilarius,spfs,Amrica tail,D Bluth,Smwhr Out Thr,Fivl,fivl muskwitz,N Cats i amrica,Fivl gs wst,Mvi facts,mvi trivial,bst aimatd mvi,film thry,mvi histry,jwish histry,russia histry,cut,bridgtt grbrg,Stv Spilbrg",186264,7703,544,1421,18,1,4,1,3,62,0,android
33,#NAME?,Sloane Stephens jokes that $3.7 million check inspires her to keep playing | ESPN,"ESPN,tis,sla stphs,sla,US Op,w yrk,champi,chck,jks,madis kys,kys",113400,1049,20,297,9,0,2,0,0,83,1,web
34,#NAME?,GETTING READY WITH ME FOR FALL!,"fall,first day,autum,cff,chili,ckig,hmmad,halthy,pumpki brad,at hm,laur lizabth,laur ad camr,frsh,haul,BECCA,sk pak,sass,dcr,crat ad barrl,wrld markt,cady,makup,hair,zara",116273.75,6127.5,182,277.25,14,1,0,1,5,83,0,ios
35,#NAME?,The Age of Giant Insects,"disaurs,dis,pal,paltlgy,scishw,s,pbs,pbs digital studis,hak gr,jh gr,cmplxly,fssils,atural histry,iscts,larg iscts,giat iscts,rmus iscts,Carbifrus Prid,Mgaura,Stphatypus,Arthrplura,xyg,spiracls,Prmia Prid,dragfly,griffifly,atmsphric xyg,Ariza Stat,Michiga Stat,btl,millipd,spiracl,arthrpds,dragflis,btls,giat bugs,bugs,big bugs,larva,biggr larva",98260.66667,4690,98.33333333,553.6666667,20,0,2,0,0,94,1,android
36,#NAME?,"Everything You Need to Know About The Last Dab, the Hottest Sauce on Hot Ones","First w fast,fwf,firstwfast,fd,fd pr,ck,ckig,chf,kitch,rcip,ccktail,bartdr,craft br,cmplx,cmplx mdia,Ck (Prfssi)",602652,17246.33333,190,2031,16,1,4,1,9,20,0,web
37,00P112HXoK0,LeBron James stands by calling President Trump a 'bum',"NBA,Basktball,Sprts,Clvlad Cavalirs,LBr Jams,Cli Kaprick,Dald Trump",29886,327,227,518,11,0,3,0,0,106,1,ios
38,00wQYmvfhn4,Corporate Consolidation: Last Week Tonight with John Oliver (HBO),"last wk tight crprat cslidati,mrgrs,jh livr crprat cslidati",3030730.333,73600.66667,1578.666667,5548.666667,9,0,4,0,0,7,1,web
39,03IUgOd4GH4,73 Questions with Helga | Vogue Parody,"liza,lizza,lizzza,lizzzavi,lizzzak,lizzzak,kshy,lizakshy,wdsdays,73 qustis,itrviw,itrviw with hlga,hlga,liza thrapist,liza thrapy,73 qustis with jt,vgu,vgu pardy,vgu itrviw,liza kshy,david dbrik,liza david fuy mmts,liza charactrs,imprv,sktch,cmdy",5290230.6,381217.4,5732.4,19718.8,8,0,1,0,0,5,1,ios
40,03jeumSTSzc,Reading More Fables (I swear I'm not a furry),"fx,fabl,radig,stry,bk,asp,gat,crab,mral,lss,graps,scrpi,furry,cart,aimati,ll,thddsut,thddisut,thdd1sut",3245480.2,188435.6,2861.4,40366.6,4,0,2,0,0,9,1,android
41,04UjShXZbD0,Melanie Martinez - Mad Hatter [Official Video],"mlai martiz,cry baby,mad hattr,fficial vid,pp,atlatic rcrds,wmg,warr music grup,dllhus",6781074,911871.5,12237.5,130914.5,7,0,1,0,0,4,1,android
42,0501BTnbrxg,NF - Let You Down (Audio),"NF,Lt,Yu,Dw,Ral,Music,Hip,Hp",807147.4,57425.2,413.4,6697.8,18,1,1,0,1,24,0,web
43,05v4nfUmBYI,WALK THE MOON - One Foot (Official Video),"Walk Th M O Ft,Walk Th M Nw Music,Walk Th M Sg,Walk Th M Nw sg,Walk Th M O Ft Sg,O Ft Sg,O Ft Walk Th M,Altrativ,O Ft,RCA Rcrds Labl,WALK THE MOON",205226,11136.8,269.8,1054.4,4,1,3,0,4,68,0,ios
44,07bHQFWCKIw,Harvey Weinstein Is A Bad Person,"Th Lat Shw,Stph Clbrt,Clbrt,Lat Shw,clbritis,lat ight,talk shw,skits,bit,mlgu,Th Lat Lat Shw,Lat Lat Shw,lttrma,david lttrma,cmdia,imprssis,CBS,jk,jks,fuy,fuy vid,fuy vids,humr,clbrity,clb,hllywd,famus,Jams Crd,Crd,Cmdy",856821,10023,1730,2952,5,1,1,0,1,23,0,android
45,07v6qA2l3n4,All Night Long at The Airport,[],1173404,12600,427,1080,18,0,4,0,0,19,1,ios
46,08RHSZvixec,BLIND TASTE TEST // Grace Helbig,"itsgrac,fuy,cmdy,vlg,grac,hlbig,grachlbig,dailygrac,daily,tutrial,diy,lifstyl,australia,australia chips,tast tst,blidfldd,sacks",156632.6667,10073,59.33333333,1022.666667,12,0,5,0,0,69,1,web
47,09xOyqOO1Eg,How to Eat a Crab Like a Pro | Food Skills,"First w fast,fwf,firstwfast,fd,fd pr,ck,ckig,chf,kitch,rcip,ccktail,bartdr,craft br,cmplx,cmplx mdia,Ck (Prfssi),Crabby Shack,Crabby Shack brkly,Fifi Clat,Gwdly Wds,crack a claw,brkly fds,brkly safd,brkly crabs",216822,6345,127.5,808.5,13,1,5,0,3,60,0,ios
48,0AaApxaD170,WHITE WALKER GAME OF THRONES  -  HALLOWEEN MAKEUP TUTORIAL,"WHITE WALKER HALLOWEEN MAKEUP TUTORIAL,whit walkr fx makup tutrial,whit walkr tutrial,gam f thrs whit walkr tutrial,gam f thrs tutrial,gam f thrs makup,whit walkr,whit walkr makup,whit walkr fx,whit walkr sfx,hallw makup tutrial,sfx makup tutrial,fx makup tutrial,hallw makup whit walkr,glam ad g,glam&g,myki,latx,ight kig,hallw,hallw 2017,gam f thrs",203826.25,17871.75,109.5,1127.5,17,1,2,1,10,48,0,android
49,0Dm0MBlnhm4,Butch Jones Press Conference (9.18.17),[],11288,36.25,97.5,0,14,1,5,1,8,113,0,android
50,0H3MirHyX2w,Sperm Donor Meets His 19 Children All Together,"dad,hm,sprm dr,childr,kids,sibligs,Ruitd,i ffbat,michal rubi,isid diti,family,mtig,cat-hadlis,rui,Ls Agls",676558.3333,6520,278.6666667,1089.666667,20,1,2,0,3,35,0,ios
51,0I3VUxiyaSE,"Gwyneth Paltrow and Dave on Harvey Weinstein, Late Show, November 25, 1998","Lat Shw with David Lttrma,Gwyth Paltrw,Harvy Wisti",600834.5,1196.5,116.25,0,10,1,1,0,9,35,0,android
52,0PKthlZtLDo,John Oliver - Puerto Rico and Hospitalized Senator,"w gt him,halth car",471751.8,5024.8,788.2,717.6,19,0,0,0,0,47,1,web
53,0Pz7DnHikLU,4 Iconic Halloween Costumes for 2017,"tylr akly,tylrakly,yutubr,vlg,vlggr,lgbtq,lgbt,gay,vlggig,uplad,Q&A,qusti,aswr,fuy,ll,cc,captid,Hallw,Spktbr,Jy Gracffa,Dail Prda,Cr Frata,Kigsly,Hadmaid's Tal,Hulu,Emmys,Tys,B Platt,Dar Eva Has,La Crix,Cstums,DIY,DIY Cstums,Hallw cstum,Gridr,Suprfruit,Sctt Hyig,Mitch Grassi,clbritis gridr,Camr Dallas",219597,20502.66667,165,2243,16,0,0,0,0,50,1,web
54,0R7MQwmbiQc,My Childhood Stories,"jaid,aimatis,jaidaimati,jaidaimatis,childhd stris,jaidaimati childh stris,jaidaimati childhd,jaidaimati stris,jaid aimati childhd stris",2017195.5,141356.25,581,27243.25,1,1,2,1,7,15,0,ios
55,0Rb2rr1vWpI,Lecrae - Whatchu Mean (Audio) ft. Aha Gazelle,"Lcra fat. Aha Gazll,Rap,Rach Rcrds/Clumbia,Whatchu Ma",91822,5360,144,1048.5,5,1,5,1,8,79,0,ios
56,0TMHdsFYDOo,Jane Fonda 'ashamed' she didn't call out W...,"CNNMy,Nws,Ja Fda,Harvy Wisti,harassmt,wm,hllywd,sxual harassmt",107379.8,513.4,412.2,915.4,16,1,5,0,7,71,0,web
57,0TP1zVBdosw,"The Shield reunite: Raw, Oct. 9, 2017","ww,wrld wrstlig trtaimt,wrstlig,wrstlr,wrstl,suprstars,कुश्ती,पहलवान,डब्लू डब्लू ई,मैच,सुपरस्टार,व्यावसायिक कुश्ती,مصارعه,Raw,Rma Rigs,Sth Rllis,Da Ambrs,Th Miz,Csar,Shamus,Curtis Axl,sp:ty=high,sp:st=wrstlig,sp:scp=athlt_i_match,sp:dt=2017-10-09T20:00:00-04:00,sp:v=ww-raw,sp:ath=ww-dam,sp:ath=ww-rmar,sp:ath=ww-thmiz,sp:ath=ww-str,sp:ath=ww-shmus,sp:ath=ww-csar,th shild rui,ww th shild",6328433.667,158640.8333,3375.833333,22045.66667,3,1,1,1,1,1,0,web
58,0VfGA5bE1AQ,COOKING TINY FOOD WHILE CONJOINED CHALLENGE!!,"liza,lizza,lizzza,lizzzavi,lizzzak,lizzzak,kshy,lizakshy,wdsdays,krist mcat,krist ad liza,cjid twi challg,challg, hads challg,ckig tiy fd,tasty,tiy kitch,ckig fd fr my pt,small fd,ckig challg,tw girls",1984098.75,170191.25,834.25,4652.25,8,0,0,0,0,17,1,android
59,0YGoxbeSzLc,October 4th - Google Event,"Ggl Ls,Chrmbk,Chrm OS,Ggl Str,Ggl Hm,Pixl,Pixl XL,Daydram,VR,AR,Adrid,mad by ggl,Octbr 4th,Oct. 4th,Oct 4th,Lauch,Nw,hardwar,ph,phs,dvics,dvic,livig rm,hm,chrmcast,accssris,ggl hardwar,tch aucmt,10/4,#madbyggl,Ggl Ph,lauch,hadst,Ggl,max,mii,clips,pixlbk,buds,ggl str,prjct fi,ML,machi larig",2183792,0,0,0,9,1,1,1,6,10,0,ios
60,0Yhaei1S5oQ,Japan's Ominous Dancing Cats and the Disaster That Followed,"SciShw,scic,Hak,Gr,ducati,lar,Chiss Crprati,Miamata,Japa,chmical,plat,cat,actaldhyd,catalyst,actic acid,bay,mrcury,Havy mtal,irgaic mrcury,i,mrcuric itrat,txic,aarbic bactria,mthylmrcury,biavailabl,pisus,fish,dacig,Miamata Disas,plactal barrir,birth dfct,mthii,cysti,ami acid,prti,brai,wastwatr",301452.5,11060,149.5,790.5,10,0,5,0,0,53,1,web
61,0afzkLHTUK8,Netflix Is A Joke | Emmys 2017 | Netflix,"Ntflix,Trailr,Ntflix Origial Sris,Ntflix Sris,08282016NtflxUSCAN,Stad-up,Stadup,Cmdy,Stad-up Cmdy,Ntflix Cmdy,Ntflix Spcial,Jrry Sifld,Sifld,Jrry Bfr Sifld,Emmys,Dav Chappll,Chappll,Chris Rck,Ell,Ell DGrs,Liv Cmdy,Sktchs,Th Crw,Hus f Cards,Orag is th Nw Black,OITNB,HOC,Stragr Thigs,PLvahqwMqN4M0iYVrvP-0wP51OW9sW197C,PLvahqwMqN4M1Y8ZZhJPUsbNCdM-5F4BkQ,PLvahqwMqN4M1uQ5JITdkmNrxZwtUG-DP",436907,7696,346,629,4,1,1,0,0,45,0,android
62,0afzkLHTUK8,Netflix Is A Joke | Emmys 2017 | Netflix,"Ntflix,Trailr,Ntflix Origial Sris,Ntflix Sris,08282016NtflxUSCAN,Stad-up,Stadup,Cmdy,Stad-up Cmdy,Ntflix Cmdy,Ntflix Spcial,Jrry Sifld,Sifld,Jrry Bfr Sifld,Emmys,Dav Chappll,Chappll,Chris Rck,Ell,Ell DGrs,Liv Cmdy,Th Crw,Hus f Cards,Orag is th Nw Black,OITNB,HOC,Stragr Thigs,PLvahqwMqN4M0iYVrvP-0wP51OW9sW197C,PLvahqwMqN4M1Y8ZZhJPUsbNCdM-5F4BkQ,PLvahqwMqN4M1uQ5JITdkmNrxZwtUG-DP,Ntflix is a Jk",1461691,22521,1309,1853,8,0,2,0,0,22,1,web
63,0bcHEsmmpzU,HOT DOG INSIDE A BURGER - VERSUS,"ht dg burgr,burgr isid a htdg,htdg isid a burgr,hamdg,th hamdg,burgr,ht dg,diy burgr dg,diy htdg burgr,diy ht dg burgr",661987.4,14308.6,1212.6,3221.8,5,1,4,0,6,28,0,web
64,0ceNfXrccbQ,30 Rock - Jenna Turned Down Harvey Weinstein,"Tia Fy,30 Rck Fuy,Sit Cm,fuist vids,Liz Lm,30 Rck,30 Rck Full Episds,Ja Krakwski,Ja Mary,Fuist 30 Rck Mmts,Tracy Jrda,Tracy Mrga,Bst Of 30 Rck,Fuy,Alc Baldwi,Jack Daghy,Kth Parcl,Jack McBrayr,harvy wisti,t afraid f ay,shw busiss,wird al yakvic,30 rck harvy wisti,tia fy harvy wisti",537860,1508.333333,48.66666667,271.3333333,6,0,1,0,0,48,1,web
65,0d6eJcWYqBc,Danielle Bradbery - Hello Summer (Instant Grat Video),"Daill,Bradbry,Hll,Summr,BMX,Cutry",48507,2464,16,151,20,1,1,0,6,102,0,android
66,0dWj2k4FMM8,Nature’s Wonderland | A Mickey Mouse Cartoon | Disney Shorts,"th walt disy cmpay,Disy vids,Disy,Disy Yutub,Micky Mus,Micky Carts,Micky Shrts,Nw Micky Mus Carts,micky mus carts,classic micky mus,plut,gfy,dald duck,Micky,Disy Cart,Micky cart",669029,8906.4,572.4,1496,7,1,5,0,10,39,0,web
67,0dnd2j_is1U,Is Bella Hadid Dating Drake? | WWHL,"What What Happs liv,rality,itrviw,fu,clbrity,Ady Ch,talk,shw,prgram,Brav,Watch What Happs Liv,WWHL,brav ady,Watch,What,Happs,Blla Hadid,Drak,Datig,daughtr,Ylada Hadid,sigr,Sla Gmz,rappr,blla hadid byfrid,th wkd,blla hadid wkd,hadid,drak blla,trtaimt,ws,fashi wrld's,Gigi,Ria's daughtrs,Dlilah Bll r Amlia,21st birthday party,kids,Gigi r Blla,Kdall Jr Ppsi,Th Hadid's",56979,233,24,65,9,0,4,0,0,95,1,web
68,0eKdNcP4xrM,"SOY PABLO Extended Trailer  -- A Bad Lip Reading of Narcos, a Netflix Original Series","tflix,lip dub,arcs,da,pabl scbar,lip radig,fuy,cmdy,bad lip radig,lip syc,mura",1068895.667,45199.5,839.1666667,2943.5,1,1,3,1,10,32,0,ios
69,0fsKoK9yLE0,Crowder - Prove It ft. KB,"Crwdr,Prv,It,SixStps,(SIX),Christia",67334.2,2689.8,40.4,166.6,3,0,1,0,0,96,1,android
70,0g2lXo-ZnEk,TRYING $5 HALLOWEEN MAKEUP ft Miranda Sings!,"mirada sigs,hatrs back ff,tflix,sas 1,sas 2,w sas,clip,prviw,cstum,wardrb,cll balligr,cllab,gust,mg,ll,fuy,cmdy,challg,crazy,wrth,tst,attmpt,try,rviw,ds it wrk,family fridly,fr kids,lipstick,bauty,guru,watch,challgs,r,rsaa,pasi,zmbi,vampir,targt,chap,witch,fraksti,ida,cstums,kids,brush,amrica,tris,ract,racti,ractig,fail,ww,tryig makup,makup,sas,ctbr,hallw,fall,spky,scary",1209524.75,33997,1511.75,4103.25,11,1,3,0,7,21,0,android
71,0hLx_1Q15eY,Where Do Our Drugs Come From?,"MiutEarth,Miut Earth,MiutPhysics,Miut Physics,arth,histry,scic,virmt,virmtal scic,arth scic,pharmacuticals,plats,fugi,micrbs,bactria,picilli,amphtrici,avrmcti,biprspctig",270247.6667,9866.166667,191,380.3333333,16,0,1,0,0,41,1,web
72,0lDRz8qmXpE,"Standing Up For Yourself as a Woman, But Not Too Much","Cllghumr,CH rigials,cmdy,sktch cmdy,itrt,humr,fuy,sktch,m/wm,sxism,discrimiati,fmiism,argumts,crazy,strtyps,CH Shrts,rkha shakar,kati marvitch,gdr,wrkplac,rkha flips ut i ffic,rkha flips ut i wrkplac,gdr i ffic sktch,big a wma i th wrkplac rkha,quality,gdr quality",377791.6667,21354.33333,1943,2660,16,1,2,1,10,32,0,android
73,0ptNpGfMRCg,Gold iPhone 8 Plus Unboxing & First Impressions!,"iPh 8,iPh 8 Plus,Ubxig,iPh 8 Plus Ubxig,iPh 8 Ubxig,Gld iPh 8,Gld iPh 8 Plus,Gld,Gld iPh 8 Plus Ubxig,iPh 8 Plus Hads O,iPh 8 Plus First Imprssis,Gld iPh 8 Ubxig,iPh X,Appl,iPh 8 vs 8 Plus,iPh 8 Plus Rviw,iPh 8 Plus Camra Tst,iph8,iPh X Rviw,iPh 8 Rviw,iPh X vs 8,iPh 8 vs X,iPh 8 vs Galaxy S8,iPh 8 Camra,iPh 8 Plus Camra,iPh X Hads O",1861302.5,46878.66667,1968.166667,7134.666667,8,0,0,0,0,18,1,web
74,0pwttmAYCTw,Kygo - This Town ft. Sasha Sloan,"Kyg,Kyg fat. Sasha Sla,Pp,This Tw",735283.25,38885.75,371,1235.5,20,0,3,0,0,28,1,android
